# index,date_and_time,caller_number,caller_channel,called_number,called_channel,ring_time,talk_time,status,details
826,1402/01/28 10:44:18,2142170572,18:128,2916,27:511,0:30,5:30,answered,
827,1402/05/14 15:54:06,2824989,15:959,21980678214,12:503,5:24,2:34,answered,
828,1402/05/11 19:42:03,993,8:227,921974869415,39:795,1:03,5:49,answered,
829,1402/09/26 13:13:26,636,21:354,21611716039,9:202,4:37,2:20,answered,
830,1402/01/10 13:24:43,2142170167,18:904,21109942489,36:728,3:27,3:26,answered,
831,1402/05/25 12:14:12,21664204565,33:924,9421708580,28:233,1:54,2:16,answered,
832,1402/01/01 18:59:43,722,28:264,921640165995,8:279,1:18,1:48,answered,
833,1402/01/04 08:11:17,777,7:194,7259,33:934,2:34,4:40,answered,
834,1402/02/06 16:38:56,108,23:554,21279867782,1:921,2:28,1:45,answered,
835,1402/05/08 18:48:56,526,31:450,421703120,23:813,4:46,3:55,answered,
836,1402/03/04 17:35:44,1785,15:615,2142170648,17:470,2:03,0:43,answered,
837,1402/02/04 09:12:09,545,29:392,8523,40:883,5:46,0:00,No answer,no pickup
838,1402/11/06 20:04:57,277,31:462,921434272038,35:162,0:38,3:15,answered,
839,1402/04/10 07:02:54,21553069358,7:627,2142170593,-,3:32,2:32,answered,
840,1402/12/26 15:06:00,21752444544,21:346,921183851799,8:250,4:29,4:32,answered,
841,1402/12/05 20:30:06,5869996,18:959,2142170145,9:359,3:14,0:51,answered,
842,1402/02/05 08:41:42,21964242383,36:611,9421703833,-,1:11,4:55,answered,
843,1402/01/06 10:11:56,1983,1:116,2142170310,-,3:27,0:00,No answer,no pickup
844,1402/05/07 12:24:50,200,6:395,9421707108,-,2:59,2:41,answered,
845,1402/05/14 20:37:20,421702980,7:135,9421705682,-,3:58,1:00,answered,
846,1402/02/01 17:25:58,2142170559,24:406,921815006666,6:820,1:18,0:51,answered,
847,1402/07/14 15:12:18,951,36:244,921597089058,37:678,4:25,0:00,No answer,no pickup
848,1402/11/19 08:30:33,421707970,32:900,968,24:131,2:51,4:27,answered,
849,1402/02/05 13:56:44,421706719,23:565,9421707093,34:691,4:53,1:24,answered,
850,1402/02/22 18:08:31,21518095217,19:494,6851777,5:198,4:43,5:35,answered,
851,1402/02/15 07:51:45,421705199,17:838,921364222975,18:235,0:52,4:22,answered,
852,1402/06/16 20:00:45,5570568,37:118,2142170192,4:164,5:25,1:59,answered,
853,1402/09/20 12:56:46,6640723,18:105,2142170572,-,5:58,4:11,answered,
854,1402/09/26 19:23:00,421705731,31:167,2142170716,-,5:44,0:00,Failed,network error
855,1402/01/24 12:14:52,21219509271,29:154,421706261,9:304,0:02,0:00,busy,
856,1402/09/23 12:44:18,269,15:930,1074189,37:634,3:26,0:00,No answer,no pickup
857,1402/02/20 19:46:32,9936,10:585,3944716,20:930,4:05,0:00,No answer,no pickup
858,1402/04/26 19:46:23,421702045,29:362,21358963217,16:445,1:26,0:00,No answer,no pickup
859,1402/09/07 15:19:11,1648,21:919,921167398344,20:515,1:34,0:00,Failed,network error
860,1402/03/07 16:11:46,21650774065,1:708,9421706515,-,2:06,0:00,Failed,network error
861,1402/01/05 12:51:18,21840913111,29:798,9421709619,12:272,5:01,0:00,Failed,network error
862,1402/03/15 12:50:50,635,37:465,2201,4:110,1:55,0:00,busy,
863,1402/11/22 17:37:16,115,29:748,421706325,22:132,3:18,0:00,Failed,network error
864,1402/11/20 10:19:49,21817327980,1:308,6031006,38:221,0:17,2:08,answered,
865,1402/03/18 12:22:48,21460894118,16:482,2359,22:250,0:23,0:00,busy,
866,1402/09/13 18:28:30,200,17:145,921899006968,16:590,4:17,5:43,answered,
867,1402/08/13 19:54:54,421704394,11:442,6300,14:264,5:22,0:04,answered,
868,1402/09/09 09:37:03,465,12:777,3624,10:324,1:19,2:54,answered,
869,1402/07/15 10:50:08,21200906053,40:106,21986843021,22:567,2:48,4:35,answered,
870,1402/07/02 10:53:15,8592,27:787,421703996,12:916,0:56,5:09,answered,
871,1402/01/23 16:08:00,658,29:217,2142170247,-,1:14,0:00,Failed,network error
872,1402/09/19 14:46:00,9023621,24:679,2142170258,-,0:32,0:00,No answer,no pickup
873,1402/08/06 18:44:06,485,25:669,9819597,4:868,2:58,0:00,busy,
874,1402/10/16 09:51:32,421708893,18:439,421709692,20:987,0:42,0:32,answered,
875,1402/03/02 11:05:17,421703720,18:598,21383948232,14:848,1:59,0:00,busy,
876,1402/11/07 07:17:59,9116599,10:324,120,9:834,3:31,2:54,answered,
877,1402/11/27 07:22:45,421702353,39:336,21381650646,29:567,3:22,3:57,answered,
878,1402/02/14 17:56:52,2983,5:580,2142170202,39:141,1:37,0:00,Failed,network error
879,1402/10/03 19:55:12,9310438,8:529,2966,33:157,2:25,4:56,answered,
880,1402/05/19 11:49:48,2142170767,17:407,21736219865,29:541,3:12,5:19,answered,
881,1402/03/13 09:27:56,4396,8:190,1496273,10:361,1:50,3:42,answered,
882,1402/01/18 18:31:38,421706854,40:200,2142170288,27:251,5:15,0:00,busy,
883,1402/12/10 14:11:56,5199643,24:782,953,-,1:15,0:00,No answer,no pickup
884,1402/06/24 11:23:55,2142170403,30:897,421702587,37:791,2:31,2:50,answered,
885,1402/05/13 13:59:46,794,39:895,4536597,5:541,1:57,0:00,Failed,network error
886,1402/10/10 15:05:52,2142170312,22:289,5508095,39:246,2:50,0:00,Failed,network error
887,1402/05/05 10:23:49,2142170764,38:221,9421703130,25:225,2:03,5:16,answered,
888,1402/07/08 17:49:29,9933261,15:206,6430,2:130,4:41,5:46,answered,
889,1402/06/27 17:17:47,21885221158,12:543,9421702845,33:916,3:16,2:54,answered,
890,1402/06/14 10:12:29,8017320,1:214,921623777296,4:761,0:59,5:44,answered,
891,1402/01/02 07:58:09,2142170378,31:976,421701558,9:167,2:11,0:00,busy,
892,1402/12/03 14:10:58,2142170831,3:303,921194391368,25:737,2:22,0:00,No answer,no pickup
893,1402/06/27 20:42:43,3862092,14:340,9421704525,10:755,5:49,0:00,Failed,network error
894,1402/12/23 20:57:50,493,15:900,2142170145,9:332,3:27,0:00,No answer,no pickup
895,1402/02/01 14:07:09,21950761087,26:202,21926971823,36:327,4:43,4:40,answered,
896,1402/05/05 09:13:13,421702764,10:245,7735,33:117,5:06,4:18,answered,
897,1402/07/06 20:56:39,2142170358,22:316,2142170325,4:498,1:53,5:50,answered,
898,1402/02/21 15:20:09,8311804,1:775,921841307538,-,3:42,0:00,Failed,network error
899,1402/03/21 17:04:23,21946397561,6:538,5705549,18:173,0:36,5:21,answered,
900,1402/09/16 12:51:11,2142170740,4:588,421707939,9:118,2:10,3:10,answered,
901,1402/12/14 16:25:29,1197121,35:680,2142170513,26:137,4:33,3:13,answered,
902,1402/09/18 16:30:41,21367731922,35:530,9421707075,14:746,5:36,0:00,busy,
903,1402/03/08 08:09:02,5319165,11:223,4089,23:962,0:49,0:00,busy,
904,1402/01/05 13:35:29,2142170864,26:413,8470,28:608,3:19,0:00,busy,
905,1402/01/09 20:21:02,8974,2:516,421707365,21:815,1:30,1:02,answered,
906,1402/11/19 17:22:08,7496,37:812,2142170871,21:310,0:44,2:37,answered,
907,1402/04/03 20:20:39,125,19:637,2282763,36:960,4:48,2:39,answered,
908,1402/05/20 08:25:36,646,39:703,921445443441,39:348,5:54,0:00,No answer,no pickup
909,1402/09/25 17:53:42,2142170597,36:275,4946,4:707,2:32,3:08,answered,
910,1402/10/15 09:03:44,8398,12:217,2321,3:590,2:19,0:00,Failed,network error
911,1402/05/09 16:27:54,6346,20:490,6792203,10:840,4:14,4:03,answered,
912,1402/08/01 15:27:51,21351213756,6:687,9963595,5:367,5:23,0:00,busy,
913,1402/05/06 10:53:26,5345,11:786,921731138850,3:978,1:12,0:00,No answer,no pickup
914,1402/11/15 18:37:26,2142170842,33:859,7310,26:900,4:53,0:02,answered,
915,1402/01/10 10:53:20,6294,4:258,921121774174,24:148,1:10,4:39,answered,
916,1402/03/17 09:39:50,2142170765,15:109,2142170852,9:438,3:36,0:13,answered,
917,1402/12/23 08:42:57,421701303,28:902,567,1:548,3:09,3:39,answered,
918,1402/03/08 18:37:35,6530,17:935,2142170553,16:129,1:17,5:58,answered,
919,1402/03/06 17:51:08,421701284,19:153,9421702901,4:549,5:26,2:42,answered,
920,1402/06/21 15:14:34,8177,29:257,5619924,31:744,1:21,4:55,answered,
921,1402/11/07 14:36:49,21325909566,5:913,5823,9:186,0:03,0:33,answered,
922,1402/08/10 18:02:51,903,15:712,9690170,7:701,4:39,0:00,No answer,no pickup
923,1402/12/09 10:14:35,2142170629,30:286,2712227,24:977,2:09,0:00,Failed,network error
924,1402/04/10 11:19:28,421702626,2:412,5963308,34:611,4:38,0:00,No answer,no pickup
925,1402/06/07 19:43:28,6047,32:363,21305968519,12:506,3:40,0:00,No answer,no pickup
926,1402/03/06 12:36:09,4295634,2:528,2142170877,-,4:05,1:51,answered,
927,1402/06/28 19:26:13,3059,3:255,2142170394,21:875,5:44,4:25,answered,
928,1402/10/17 07:41:42,421707372,36:447,921394206615,-,0:14,0:00,busy,
929,1402/02/27 09:50:04,9004983,24:867,2142170212,8:828,2:34,0:00,No answer,no pickup
930,1402/02/17 12:16:35,421707868,35:159,9421707401,20:868,1:53,0:00,No answer,no pickup
931,1402/12/13 17:25:18,1062987,26:866,9421709735,8:710,3:46,1:13,answered,
932,1402/03/01 11:44:04,2142170319,3:391,2142170722,17:644,1:50,0:18,answered,
933,1402/10/09 16:44:33,8891179,7:767,9421703699,13:213,5:35,0:03,answered,
934,1402/04/24 09:34:21,421707660,13:657,2142170100,7:103,2:40,0:20,answered,
935,1402/07/18 18:27:10,421705383,30:874,21682692990,16:978,1:11,4:56,answered,
936,1402/11/04 17:34:58,421709963,26:281,861,7:353,3:35,2:49,answered,
937,1402/04/12 09:29:47,21113282339,39:845,2142170288,34:588,2:45,0:00,busy,
938,1402/10/05 14:38:28,1677610,27:219,921692088143,33:811,0:22,0:00,No answer,no pickup
939,1402/12/05 18:25:24,7983,24:812,6720,26:646,3:48,0:00,Failed,network error
940,1402/03/11 12:14:38,421706912,18:787,8349899,1:882,3:47,0:00,No answer,no pickup
941,1402/08/19 16:25:31,2142170399,2:675,21847296694,-,2:43,5:31,answered,
942,1402/10/26 15:54:19,2142170959,8:520,7418,19:959,3:33,5:21,answered,
943,1402/05/11 07:50:38,421707988,11:778,421707498,26:996,0:20,1:07,answered,
944,1402/01/18 15:36:35,21362706648,13:995,21182484581,3:437,3:19,0:00,No answer,no pickup
945,1402/08/26 12:58:00,9839974,4:100,421709563,23:837,3:48,5:25,answered,
946,1402/10/02 15:48:30,21630564184,2:769,884,31:265,3:56,5:51,answered,
947,1402/01/13 14:17:42,21113651034,22:532,5429,26:938,2:10,2:02,answered,
948,1402/03/06 20:11:07,321,39:108,6996725,14:750,5:42,0:00,Failed,network error
949,1402/11/26 12:23:38,2142170804,15:715,9421705764,11:198,1:34,1:20,answered,
950,1402/11/05 17:29:31,21812455312,11:535,21136221173,35:757,4:46,0:00,Failed,network error
951,1402/06/04 13:07:32,421706855,21:600,3294252,6:559,0:03,0:00,busy,
952,1402/04/25 12:40:13,2142170180,23:890,5914774,29:994,4:46,5:54,answered,
953,1402/06/08 14:32:34,5171594,2:327,9421704449,34:322,3:05,0:44,answered,
954,1402/08/18 14:12:00,421704892,19:947,921187882815,12:423,5:04,0:00,No answer,no pickup
955,1402/08/26 19:50:32,2142170317,4:203,7535,7:464,3:43,0:00,busy,
956,1402/05/08 10:52:25,444,9:701,921817762969,17:485,5:50,0:00,Failed,network error
957,1402/09/08 20:59:43,550,22:267,21110898573,-,4:26,5:33,answered,
958,1402/09/12 20:49:56,2142170524,32:436,921588499795,37:456,4:08,4:47,answered,
959,1402/10/28 14:57:05,21122179789,30:114,421703488,38:641,2:58,2:59,answered,
960,1402/04/17 15:21:48,2142170243,28:969,921828681123,6:691,1:39,0:00,busy,
961,1402/01/12 12:09:35,914,28:533,1099217,15:942,2:05,5:53,answered,
962,1402/02/04 16:15:50,6880705,38:181,360,-,4:30,0:00,busy,
963,1402/09/11 20:34:51,2142170355,7:976,421704609,8:143,2:20,0:56,answered,
964,1402/12/12 15:46:38,421705373,26:681,921258736627,23:347,4:03,5:00,answered,
965,1402/04/19 14:36:11,6856154,23:455,9421704156,8:203,3:18,0:00,No answer,no pickup
966,1402/03/18 16:26:49,421707902,25:519,872,-,1:33,0:24,answered,
967,1402/06/21 10:21:34,2142170516,20:519,421701197,3:482,0:02,0:00,Failed,network error
968,1402/04/14 09:59:54,421709802,33:993,9421704042,17:792,2:29,0:33,answered,
969,1402/03/17 15:48:54,4953,18:728,21790676490,18:992,2:48,2:07,answered,
970,1402/09/04 19:06:48,4587271,25:959,9421705306,18:894,5:49,0:00,No answer,no pickup
971,1402/06/17 10:46:14,21443988187,14:514,977,31:560,0:53,0:00,busy,
972,1402/06/09 19:10:02,2142170230,17:169,21253860282,11:983,1:57,0:39,answered,
973,1402/04/27 15:41:04,21677204410,4:736,21894193245,40:416,0:40,0:00,Failed,network error
974,1402/02/16 20:19:50,421703487,10:289,21972649632,17:952,5:41,5:13,answered,
975,1402/01/05 15:25:28,421707118,11:157,21134686163,10:897,0:02,4:21,answered,
976,1402/10/11 07:03:06,421707621,32:349,4689005,37:112,0:51,3:13,answered,
977,1402/07/19 07:47:32,8130,31:177,9421703211,32:245,1:07,0:51,answered,
978,1402/02/16 20:00:29,2142170646,17:413,421708192,4:248,1:48,2:18,answered,
979,1402/11/24 07:37:17,421703521,20:859,921125239412,31:284,3:39,0:00,Failed,network error
980,1402/06/19 15:22:07,21426551327,25:137,921279480245,7:688,5:07,0:00,No answer,no pickup
981,1402/12/10 18:38:51,2142170991,35:523,2142170786,36:538,4:43,0:00,Failed,network error
982,1402/04/15 20:42:35,337,6:678,921108844740,3:602,2:39,4:08,answered,
983,1402/05/17 13:17:28,21740069836,3:616,2142170453,15:687,4:26,2:17,answered,
984,1402/08/22 18:09:55,320,1:467,2142170223,1:999,1:48,0:00,busy,
985,1402/09/19 19:49:36,421701000,6:224,921446739190,26:917,0:01,4:54,answered,
986,1402/06/10 15:53:05,21792327379,36:535,9421701608,17:497,1:02,0:00,No answer,no pickup
987,1402/02/11 08:42:38,21199843361,36:761,421704711,17:437,4:09,4:51,answered,
988,1402/04/09 13:26:01,2142170303,29:429,1153,37:721,4:16,2:37,answered,
989,1402/11/08 15:28:38,5667201,19:101,21924028182,26:244,0:33,0:00,Failed,network error
990,1402/06/21 10:26:19,2142170917,11:327,6273,30:117,0:18,0:00,No answer,no pickup
991,1402/01/10 17:55:57,21391828518,26:217,421707125,4:575,4:11,1:03,answered,
992,1402/12/06 10:57:08,2142170760,37:852,21228382710,28:170,2:05,1:01,answered,
993,1402/08/14 10:54:40,5850766,20:492,4446042,2:209,4:05,0:00,No answer,no pickup
994,1402/06/18 13:05:31,2142170405,27:647,9421704472,21:875,0:47,5:08,answered,
995,1402/10/15 13:54:34,367,29:622,21966656224,18:909,4:18,0:00,Failed,network error
996,1402/05/05 09:15:20,812,18:931,21450061848,4:414,5:26,5:48,answered,
997,1402/10/24 19:22:10,921,23:362,2142170256,12:117,3:42,0:00,No answer,no pickup
998,1402/08/08 07:54:42,5411197,28:339,981,22:793,4:50,2:32,answered,
999,1402/01/12 20:06:52,3188,7:144,7806,11:934,2:19,1:42,answered,
1000,1402/11/28 15:24:03,5123016,4:307,21598603721,13:207,4:28,0:00,busy,
1001,1402/08/25 17:35:26,1114,3:899,21134713171,25:259,2:43,5:39,answered,
1002,1402/01/16 09:35:33,21941947855,29:635,21213753582,31:240,3:38,0:00,busy,
1003,1402/10/21 13:16:30,21471616088,32:893,421708223,13:596,2:53,0:00,busy,
1004,1402/12/23 15:23:50,421701768,23:576,421701248,33:132,0:10,5:16,answered,
1005,1402/07/18 12:54:29,5323622,17:507,421707906,2:498,3:43,0:00,busy,
1006,1402/07/03 07:30:59,6169139,1:322,3150164,3:932,5:33,0:00,No answer,no pickup
1007,1402/05/17 08:14:01,2142170343,1:408,421709392,28:715,0:52,0:20,answered,
1008,1402/12/10 13:45:50,421701215,16:336,421707758,40:983,2:14,0:00,Failed,network error
1009,1402/10/26 13:54:07,2142170911,21:583,21601476427,22:428,5:48,0:08,answered,
1010,1402/08/17 08:21:23,2775,17:258,421703395,3:880,5:51,0:00,No answer,no pickup
1011,1402/06/03 14:06:01,8236,30:308,21344654677,-,0:23,3:51,answered,
1012,1402/04/17 07:49:11,2142170883,29:403,9421701317,20:615,2:45,3:42,answered,
1013,1402/07/05 14:11:35,421707029,34:953,2142170646,3:559,3:27,0:00,busy,
1014,1402/12/05 12:38:08,2142170307,14:641,921427135386,33:955,3:38,0:26,answered,
1015,1402/05/01 12:50:01,1488693,34:954,2142170155,10:585,1:36,0:00,No answer,no pickup
1016,1402/11/24 12:26:28,259,4:854,9421707405,39:574,3:45,2:22,answered,
1017,1402/04/06 07:45:11,2142170361,12:758,21484227362,7:208,0:53,3:53,answered,
1018,1402/05/06 16:56:34,2142170869,24:216,421708162,36:513,4:35,1:02,answered,
1019,1402/05/06 17:25:17,2142170316,32:948,21492202698,-,0:55,0:28,answered,
1020,1402/07/27 14:11:16,131,18:485,921470500493,8:983,3:10,4:17,answered,
1021,1402/10/24 16:52:35,738,21:211,21939065402,15:855,4:14,0:00,No answer,no pickup
1022,1402/11/02 11:49:36,421708272,28:160,421703916,28:835,3:28,3:41,answered,
1023,1402/12/21 16:23:01,2142170372,29:840,6397,-,2:52,0:26,answered,
1024,1402/05/27 10:39:02,8560208,18:365,21292902215,3:698,1:11,0:00,No answer,no pickup
1025,1402/01/05 19:23:57,421706333,22:452,2142170123,4:216,4:56,5:14,answered,
1026,1402/09/10 18:50:13,2142170550,40:298,798,16:297,1:18,0:00,No answer,no pickup
1027,1402/12/24 15:41:14,421707296,8:229,2142170180,18:870,2:05,1:56,answered,
1028,1402/07/07 08:30:29,1759,20:702,921699920123,11:167,0:24,0:00,Failed,network error
1029,1402/07/15 08:44:14,421705193,7:593,9421706919,26:231,3:54,2:30,answered,
1030,1402/07/04 14:51:49,2142170386,15:127,7120,-,5:47,0:00,No answer,no pickup
1031,1402/05/07 18:49:08,5524,7:695,21421153550,20:343,5:53,0:33,answered,
1032,1402/06/23 18:16:55,897,9:257,2142170579,33:658,1:45,0:00,Failed,network error
1033,1402/01/14 14:40:24,2142170681,37:303,2142170148,16:875,1:37,4:35,answered,
1034,1402/09/26 19:22:47,615,34:643,21357846408,35:275,2:44,3:45,answered,
1035,1402/11/28 12:47:23,362,6:904,21946729254,11:668,1:11,0:00,Failed,network error
1036,1402/05/15 09:35:26,421706018,13:703,2142170662,12:761,0:05,0:00,No answer,no pickup
1037,1402/11/14 13:10:53,421703341,29:140,3900,26:100,2:58,0:00,busy,
1038,1402/12/25 08:36:14,2142170195,16:479,921421740039,35:734,1:08,1:19,answered,
1039,1402/01/17 09:29:31,219,3:428,700,26:213,5:47,3:53,answered,
1040,1402/11/05 20:14:43,21862643850,8:310,21637234617,13:905,3:07,0:00,No answer,no pickup
1041,1402/07/17 12:30:26,21541642316,3:532,5413727,14:909,2:38,2:11,answered,
1042,1402/01/03 20:54:31,1461,40:730,9421706518,12:406,5:11,0:56,answered,
1043,1402/05/12 13:49:21,421705837,13:613,5417,37:361,3:36,0:10,answered,
1044,1402/01/09 18:29:11,2142170585,13:628,726,18:164,5:00,0:38,answered,
1045,1402/10/20 07:53:51,2142170485,3:695,8421643,31:646,0:16,5:27,answered,
1046,1402/07/03 15:48:28,21576143788,23:999,5370,27:969,3:08,5:56,answered,
1047,1402/09/24 16:36:02,468,4:252,421706418,11:690,0:00,4:19,answered,
1048,1402/04/15 11:58:27,2142170178,38:621,921143566050,2:505,3:41,3:42,answered,
1049,1402/08/19 17:17:49,421701671,6:729,2142170326,-,4:41,4:27,answered,
1050,1402/09/25 14:25:01,2142170485,21:917,21773963428,21:968,0:54,0:00,busy,
1051,1402/11/24 14:01:26,5922170,26:310,9618,4:880,0:25,0:00,No answer,no pickup
1052,1402/10/27 15:59:10,421701739,32:222,2142170991,27:819,2:56,0:00,busy,
1053,1402/04/23 18:37:34,421704717,16:189,21964942694,16:434,2:43,5:38,answered,
1054,1402/06/27 15:28:12,1145996,1:476,9421701692,39:643,1:17,1:35,answered,
1055,1402/01/13 17:24:41,5302,18:779,421708816,8:451,5:33,4:55,answered,
1056,1402/10/05 13:40:19,21264928150,3:556,801,14:131,4:40,4:02,answered,
1057,1402/09/06 17:55:49,2726,19:952,2142170929,34:434,0:42,0:00,Failed,network error
1058,1402/10/22 08:46:38,21828895927,25:979,2168,31:515,3:08,0:35,answered,
1059,1402/06/17 17:52:56,21920391702,32:106,921444435962,-,5:18,0:00,busy,
1060,1402/10/15 13:52:52,3425369,4:355,21223753028,29:100,1:58,0:00,Failed,network error
1061,1402/12/25 13:16:32,2142170465,6:816,2142170505,29:908,2:49,2:43,answered,
1062,1402/12/13 13:09:12,21464882159,9:336,9421708385,25:512,3:38,4:33,answered,
1063,1402/08/28 17:57:11,591,9:866,2142170694,-,4:33,3:11,answered,
1064,1402/06/13 16:37:58,421707992,39:773,21766179962,38:854,4:50,5:35,answered,
1065,1402/02/08 11:33:11,421704587,4:635,921987779256,17:722,1:06,2:12,answered,
1066,1402/02/10 11:03:41,9391,30:508,2142170360,40:841,5:04,2:47,answered,
1067,1402/03/21 20:34:30,4049134,9:133,421701389,35:545,5:20,5:24,answered,
1068,1402/08/14 13:38:51,2142170324,7:737,21692082353,36:735,3:08,4:52,answered,
1069,1402/04/21 07:28:39,1568,27:518,2142170117,34:540,4:21,0:00,busy,
1070,1402/03/11 10:04:42,340,13:593,4474,21:970,3:06,0:03,answered,
1071,1402/07/03 19:36:48,873,12:146,2142170275,22:953,4:47,4:38,answered,
1072,1402/05/09 20:28:18,2938733,36:723,9421701342,-,3:01,0:00,No answer,no pickup
1073,1402/08/14 12:04:49,962,39:173,610,3:804,4:54,0:00,busy,
1074,1402/06/13 10:16:02,2142170273,39:933,2142170995,-,0:22,2:34,answered,
1075,1402/01/19 10:57:53,2157449,1:834,921639160770,20:220,4:17,0:48,answered,
1076,1402/09/18 13:43:17,421709221,2:775,21496620385,35:112,1:25,0:00,Failed,network error
1077,1402/04/24 10:21:46,2142170395,27:235,421707469,13:719,3:19,2:54,answered,
1078,1402/12/04 16:44:39,21980670898,6:653,9421701920,19:986,1:05,0:00,Failed,network error
1079,1402/02/20 17:25:02,21426611584,19:565,9052632,11:250,0:20,0:00,busy,
1080,1402/01/28 15:43:57,421708077,9:755,6447,6:554,0:18,0:00,busy,
1081,1402/07/06 10:20:44,299,37:484,4946766,24:337,0:08,5:24,answered,
1082,1402/01/13 10:02:25,21940257870,26:344,786,1:479,0:08,5:33,answered,
1083,1402/03/02 19:47:15,2640989,2:246,421701390,2:722,2:21,1:44,answered,
1084,1402/09/14 07:08:55,421708597,30:457,4192600,32:402,5:20,0:00,busy,
1085,1402/09/01 17:35:07,2142170592,36:709,21648944538,23:642,1:18,2:48,answered,
1086,1402/08/02 12:44:26,2142170762,25:112,2142170621,27:205,3:53,1:19,answered,
1087,1402/04/12 19:04:23,7070,33:473,8266,-,5:00,0:28,answered,
1088,1402/03/09 11:04:13,421702671,16:704,7058790,29:680,2:03,5:24,answered,
1089,1402/02/25 17:59:33,2142170631,37:644,8905719,20:967,5:25,0:00,Failed,network error
1090,1402/08/09 17:42:35,4656,30:505,421709335,1:483,5:29,0:00,busy,
1091,1402/08/08 10:12:54,21337718430,10:806,421703209,31:317,5:08,1:36,answered,
1092,1402/03/27 13:59:51,540,30:485,2142170925,38:768,1:16,1:28,answered,
1093,1402/04/22 09:01:36,492,7:357,952,1:166,3:39,1:14,answered,
1094,1402/09/05 16:00:51,421709442,31:439,571,6:436,2:44,0:00,busy,
1095,1402/04/18 10:07:01,2142170360,1:833,9421706699,19:351,1:43,0:00,busy,
1096,1402/02/14 18:32:44,421703622,3:507,9421708773,20:847,3:01,3:00,answered,
1097,1402/02/24 20:02:40,421709503,31:910,921159529842,4:235,3:17,0:00,busy,
1098,1402/09/22 12:40:54,21775826762,26:914,1620036,27:846,0:18,4:28,answered,
1099,1402/12/25 16:43:31,2142170697,37:958,283,18:962,4:50,0:00,Failed,network error
1100,1402/04/19 11:57:24,21598609955,7:233,21593266432,36:699,5:59,4:51,answered,
1101,1402/03/22 14:27:47,2159485,11:240,500,38:643,5:58,0:00,busy,
1102,1402/12/16 08:54:32,2142170842,33:638,2142170667,9:309,3:33,0:00,busy,
1103,1402/12/19 16:34:55,9705841,18:500,921906134956,-,3:43,3:39,answered,
1104,1402/07/26 08:03:53,2142170738,35:160,197,10:527,0:24,3:08,answered,
1105,1402/03/09 14:27:17,21265557864,1:107,8865557,-,2:33,3:51,answered,
1106,1402/03/06 11:55:19,3405,17:170,421707654,38:726,3:59,2:00,answered,
1107,1402/07/07 07:56:39,421704386,20:929,921183570170,10:317,4:41,0:00,Failed,network error
1108,1402/05/24 08:13:17,120,38:112,1898309,28:753,0:52,0:00,No answer,no pickup
1109,1402/02/07 12:24:39,8979,18:639,9421703452,-,3:13,2:48,answered,
1110,1402/11/14 07:10:45,848,40:356,21673940598,3:920,1:05,2:58,answered,
1111,1402/08/10 15:27:29,3584,24:724,21834203197,8:772,2:04,0:00,busy,
1112,1402/03/27 16:20:50,7482,34:994,188,33:925,2:06,0:00,No answer,no pickup
1113,1402/07/23 16:48:17,7233,11:570,2142170705,31:399,4:13,0:00,busy,
1114,1402/03/13 20:23:52,21830662931,22:676,2817882,40:661,4:53,0:59,answered,
1115,1402/09/19 07:09:56,332,11:333,9421703371,37:157,0:45,3:20,answered,
1116,1402/02/21 19:28:26,2142170970,32:421,8795,38:637,0:52,0:00,busy,
1117,1402/02/11 14:38:03,9907,36:694,881,33:723,5:40,3:10,answered,
1118,1402/01/28 09:01:43,938,31:508,9876,-,3:43,0:11,answered,
1119,1402/02/02 14:37:08,21151881298,15:592,921282070669,38:668,1:24,4:38,answered,
1120,1402/08/11 14:32:39,421704486,27:982,8035,15:295,2:22,5:28,answered,
1121,1402/10/20 17:56:47,21873123155,15:628,1570521,18:369,0:19,2:32,answered,
1122,1402/04/21 19:20:54,4114,4:303,421705701,29:216,2:40,0:00,No answer,no pickup
1123,1402/11/09 12:27:32,991,19:369,21879780234,31:688,2:01,0:00,No answer,no pickup
1124,1402/04/25 14:32:42,421707640,14:989,421707329,38:610,2:28,5:58,answered,
1125,1402/11/10 17:10:52,421703731,15:332,921930291585,6:484,5:23,0:00,Failed,network error
1126,1402/12/09 13:11:46,21954839660,8:453,9421704446,37:465,4:18,0:00,No answer,no pickup
1127,1402/02/17 17:06:25,2749161,37:665,9421701502,-,1:50,0:00,No answer,no pickup
1128,1402/03/18 13:18:42,2142170576,16:306,21583774029,2:931,1:27,0:00,No answer,no pickup
1129,1402/10/24 13:26:26,6099621,28:179,767,-,3:58,1:17,answered,
1130,1402/02/07 18:28:27,421701222,36:326,599,32:466,4:47,0:06,answered,
1131,1402/03/07 10:49:54,891,23:164,3446144,26:469,3:56,2:08,answered,
1132,1402/11/13 16:40:21,118,23:696,921472631995,12:597,5:28,0:00,busy,
1133,1402/04/27 19:17:49,514,19:799,21138502551,36:508,3:09,0:00,busy,
1134,1402/12/03 12:43:30,421709839,19:694,21573314546,10:466,0:07,0:00,busy,
1135,1402/01/10 07:37:20,2142170888,19:349,9421706312,28:535,0:32,0:00,No answer,no pickup
1136,1402/02/03 11:14:27,421701858,31:647,21118731439,7:919,0:31,4:04,answered,
1137,1402/11/27 07:09:55,8109,28:941,921956425706,13:350,5:04,0:00,busy,
1138,1402/11/23 12:58:44,2142170523,2:791,21700230286,9:272,2:47,0:00,No answer,no pickup
